PHIÊN BẢN,VF 8 Plus
Hỗ trợ di chuyển khi ùn tắc,Có
Hỗ trợ lái trên đường cao tốc,Có
TRỢ LÀN,
Cảnh báo chệch làn,Có
Hỗ trợ giữ làn,Có
Kiểm soát đi giữa làn,Có
HỖ TRỢ HÀNH TRÌNH,
Kiểm soát hành trình,Ga tự động thích ứng
Điều chỉnh tốc độ thông minh,Có
Nhận biết biển báo giao thông,Có
CẢNH BÁO VA CHẠM,
Cảnh báo va chạm phía trước,Có
Cảnh báo phương tiện cắt ngang phía sau,Có
Cảnh báo điểm mù,Có
Cảnh báo mở cửa,Có
TRỢ LÁI KHI CÓ NGUY CƠ VA CHẠM,
Phanh tự động khẩn cấp trước,Có
Hỗ trợ giữ làn khẩn cấp,Có
CÁC TÍNH NĂNG KHÁC,
Đèn pha tự động/Đèn pha thích ứng,Có
Hệ thống giám sát lái xe,Có
Hệ thống camera 360 độ giám sát xung quanh,Có
TÍNH NĂNG THÔNG MINH,
HỆ THÔNG TIN GIẢI TRÍ TRÊN XE,
"Chế độ xe cơ bản: Cắm trại, Người lạ, Thú Cưng, Rửa Xe",Có
"Giải trí cơ bản (Đài FM, Bluetooth, USB)",Có
"Giải trí trực tuyến: games, ứng dụng giải trí, nghe nhạc.",Có
Kết nối với Android Auto và Apple Carplay,Có
"Bản đồ cơ bản (Tìm địa điểm, Dẫn đường, tình trạng giao thông, hình vệ tinh)",Có
"Dẫn đường nâng cao cho xe điện (Tìm trạm sạc, gợi ý đường tối ưu để sạc)",Có
"Khung tiện ích cơ bản: Lịch dương, thời tiết, media, bản đồ",Có
Trình duyệt web,Có
TRỢ LÝ ẢO,
Tư vấn tình trạng xe và hỗ trợ xử lý sự cố,Có
Hỗ trợ điều khiển các chức năng xe cơ bản,Có
Hỏi đáp và tìm kiếm thông tin cơ bản,Có
Hỗ trợ điều hướng dẫn đường cơ bản,Có
"Chào hỏi, thực hiện lệnh theo kịch bản tạo sẵn cơ bản",Có
ỨNG DỤNG ĐIỆN THOẠI,
"Đồng bộ tài khoản, ứng dụng, phân quyền tài xế",Có
"Thông báo trạng thái cơ bản trên xe (trạng thái, hiệu suất vận hành, thông tin pin, sạc, vv)",Có
Quản lý sạc & thanh toán phí sạc,Có
Bản đồ trạm sạc,Có
"Dịch vụ hậu mãi: đặt lịch sửa chữa, lái thử",Có
Mua bán phụ kiện,Có
Cập nhật phần mềm từ xa,Có
Định vị xe từ xa,Không có thông tin
