model_code|version_name|version_code|spec_category|spec_category_vn|spec_key|spec_key_vn|spec_value|spec_unit|source_document|source_url|source_page|source_bbox|source_block_id|confidence
VF 7|Eco||infotainment|Giải trí & kết nối|Màn hình hiển thị thông tin trên kính lái (HUD)|Hiển thị kính lái HUD|OPT||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 271.4, 1217.4, 285.1]|p13_b02|0.98
VF 7|Plus||infotainment|Giải trí & kết nối|Màn hình hiển thị thông tin trên kính lái (HUD)|Hiển thị kính lái HUD|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 271.4, 1217.4, 285.1]|p13_b02|0.98
VF 7|Plus AWD||infotainment|Giải trí & kết nối|Màn hình hiển thị thông tin trên kính lái (HUD)|Hiển thị kính lái HUD|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 271.4, 1217.4, 285.1]|p13_b02|0.98
VF 7|Eco||infotainment|Giải trí & kết nối|display_inch|display_inch|12.9|inch|vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 285.1, 1217.4, 298.8]|p13_b02|0.98
VF 7|Plus||infotainment|Giải trí & kết nối|display_inch|display_inch|12.9|inch|vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 285.1, 1217.4, 298.8]|p13_b02|0.98
VF 7|Plus AWD||infotainment|Giải trí & kết nối|display_inch|display_inch|12.9|inch|vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 285.1, 1217.4, 298.8]|p13_b02|0.98
VF 7|Eco||infotainment|Giải trí & kết nối|Kết nối với Android Auto và Apple CarPlay|Kết nối (Bluetooth/Wifi/USB)|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 298.8, 1217.4, 312.5]|p13_b02|0.98
VF 7|Plus||infotainment|Giải trí & kết nối|Kết nối với Android Auto và Apple CarPlay|Kết nối (Bluetooth/Wifi/USB)|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 298.8, 1217.4, 312.5]|p13_b02|0.98
VF 7|Plus AWD||infotainment|Giải trí & kết nối|Kết nối với Android Auto và Apple CarPlay|Kết nối (Bluetooth/Wifi/USB)|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 298.8, 1217.4, 312.5]|p13_b02|0.98
VF 7|Eco||infotainment|Giải trí & kết nối|Hệ thống loa|Hệ thống loa|6||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 312.5, 1217.4, 326.2]|p13_b02|0.98
VF 7|Plus||infotainment|Giải trí & kết nối|Hệ thống loa|Hệ thống loa|8||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 312.5, 1217.4, 326.2]|p13_b02|0.98
VF 7|Plus AWD||infotainment|Giải trí & kết nối|Hệ thống loa|Hệ thống loa|8||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 312.5, 1217.4, 326.2]|p13_b02|0.98
VF 7|Eco||infotainment|Giải trí & kết nối|Sạc không dây|Sạc không dây|Không||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 326.2, 1217.4, 339.9]|p13_b02|0.98
VF 7|Plus||infotainment|Giải trí & kết nối|Sạc không dây|Sạc không dây|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 326.2, 1217.4, 339.9]|p13_b02|0.98
VF 7|Plus AWD||infotainment|Giải trí & kết nối|Sạc không dây|Sạc không dây|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 326.2, 1217.4, 339.9]|p13_b02|0.98
VF 7|Eco||interior|Nội thất|Ghế lái|Ghế lái|Chỉnh điện 8 hướng||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 353.6, 1217.4, 367.2]|p13_b02|0.98
VF 7|Plus||interior|Nội thất|Ghế lái|Ghế lái|Chỉnh điện 8 hướng||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 353.6, 1217.4, 367.2]|p13_b02|0.98
VF 7|Plus AWD||interior|Nội thất|Ghế lái|Ghế lái|Chỉnh điện 8 hướng||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 353.6, 1217.4, 367.2]|p13_b02|0.98
VF 7|Eco||interior|Nội thất|Chất liệu bọc ghế|Chất liệu bọc ghế|Da nhân tạo||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 367.2, 1217.4, 380.9]|p13_b02|0.98
VF 7|Plus||interior|Nội thất|Chất liệu bọc ghế|Chất liệu bọc ghế|Da nhân tạo cao cấp||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 367.2, 1217.4, 380.9]|p13_b02|0.98
VF 7|Plus AWD||interior|Nội thất|Chất liệu bọc ghế|Chất liệu bọc ghế|Da nhân tạo cao cấp||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 367.2, 1217.4, 380.9]|p13_b02|0.98
VF 7|Eco||convenience|Tiện nghi|Kính cửa sổ chỉnh điện, lên/xuống một chạm|Kính cửa sổ chỉnh điện, lên/xuống một chạm|Có, lên/xuống một chạm tất cả các vị trí||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 380.9, 1217.4, 416.0]|p13_b02|0.98
VF 7|Plus||convenience|Tiện nghi|Kính cửa sổ chỉnh điện, lên/xuống một chạm|Kính cửa sổ chỉnh điện, lên/xuống một chạm|Có, lên/xuống một chạm tất cả các vị trí||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 380.9, 1217.4, 416.0]|p13_b02|0.98
VF 7|Plus AWD||convenience|Tiện nghi|Kính cửa sổ chỉnh điện, lên/xuống một chạm|Kính cửa sổ chỉnh điện, lên/xuống một chạm|Có, lên/xuống một chạm tất cả các vị trí||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 380.9, 1217.4, 416.0]|p13_b02|0.98
VF 7|Eco||convenience|Tiện nghi|Phanh đỗ điện tử và chế độ tự động giữ phanh|Phanh đỗ điện tử và chế độ tự động giữ phanh|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 416.0, 1217.4, 429.7]|p13_b02|0.98
VF 7|Plus||convenience|Tiện nghi|Phanh đỗ điện tử và chế độ tự động giữ phanh|Phanh đỗ điện tử và chế độ tự động giữ phanh|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 416.0, 1217.4, 429.7]|p13_b02|0.98
VF 7|Plus AWD||convenience|Tiện nghi|Phanh đỗ điện tử và chế độ tự động giữ phanh|Phanh đỗ điện tử và chế độ tự động giữ phanh|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 416.0, 1217.4, 429.7]|p13_b02|0.98
VF 7|Eco||interior|Nội thất|Gương chiếu hậu trong xe|Gương chiếu hậu trong xe|Chế độ ngày/đêm||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 429.7, 1217.4, 443.4]|p13_b02|0.98
VF 7|Plus||interior|Nội thất|Gương chiếu hậu trong xe|Gương chiếu hậu trong xe|Chống chói tự động||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 429.7, 1217.4, 443.4]|p13_b02|0.98
VF 7|Plus AWD||interior|Nội thất|Gương chiếu hậu trong xe|Gương chiếu hậu trong xe|Chống chói tự động||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 429.7, 1217.4, 443.4]|p13_b02|0.98
VF 7|Eco||safety|An toàn|airbags|airbags|6||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 457.1, 1217.4, 470.8]|p13_b02|0.98
VF 7|Plus||safety|An toàn|airbags|airbags|8||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 457.1, 1217.4, 470.8]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|airbags|airbags|8||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 457.1, 1217.4, 470.8]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Hệ thống chống bó cứng phanh ABS|Hệ thống chống bó cứng phanh (ABS)|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 470.8, 1217.4, 484.5]|p13_b02|0.98
VF 7|Plus||safety|An toàn|Hệ thống chống bó cứng phanh ABS|Hệ thống chống bó cứng phanh (ABS)|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 470.8, 1217.4, 484.5]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|Hệ thống chống bó cứng phanh ABS|Hệ thống chống bó cứng phanh (ABS)|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 470.8, 1217.4, 484.5]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Chức năng phân phối lực phanh điện tử EBD|Chức năng phân phối lực phanh điện tử EBD|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 484.5, 1217.4, 498.2]|p13_b02|0.98
VF 7|Plus||safety|An toàn|Chức năng phân phối lực phanh điện tử EBD|Chức năng phân phối lực phanh điện tử EBD|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 484.5, 1217.4, 498.2]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|Chức năng phân phối lực phanh điện tử EBD|Chức năng phân phối lực phanh điện tử EBD|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 484.5, 1217.4, 498.2]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Hỗ trợ phanh khẩn cấp BA|Hỗ trợ phanh khẩn cấp BA|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 498.2, 1217.4, 511.9]|p13_b02|0.98
VF 7|Plus||safety|An toàn|Hỗ trợ phanh khẩn cấp BA|Hỗ trợ phanh khẩn cấp BA|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 498.2, 1217.4, 511.9]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|Hỗ trợ phanh khẩn cấp BA|Hỗ trợ phanh khẩn cấp BA|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 498.2, 1217.4, 511.9]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Hệ thống cân bằng điện tử ESC|Hệ thống cân bằng điện tử ESC|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 511.9, 1217.4, 525.6]|p13_b02|0.98
VF 7|Plus||safety|An toàn|Hệ thống cân bằng điện tử ESC|Hệ thống cân bằng điện tử ESC|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 511.9, 1217.4, 525.6]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|Hệ thống cân bằng điện tử ESC|Hệ thống cân bằng điện tử ESC|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 511.9, 1217.4, 525.6]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Chức năng kiểm soát lực kéo TCS|Chức năng kiểm soát lực kéo TCS|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 525.6, 1217.4, 539.3]|p13_b02|0.98
VF 7|Plus||safety|An toàn|Chức năng kiểm soát lực kéo TCS|Chức năng kiểm soát lực kéo TCS|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 525.6, 1217.4, 539.3]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|Chức năng kiểm soát lực kéo TCS|Chức năng kiểm soát lực kéo TCS|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[649.9, 525.6, 1217.4, 539.3]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Hỗ trợ khởi hành ngang dốc HSA|Hỗ trợ khởi hành ngang dốc HSA|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 58.9, 1658.5, 73.2]|p13_b02|0.98
VF 7|Plus||safety|An toàn|Hỗ trợ khởi hành ngang dốc HSA|Hỗ trợ khởi hành ngang dốc HSA|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 58.9, 1658.5, 73.2]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|Hỗ trợ khởi hành ngang dốc HSA|Hỗ trợ khởi hành ngang dốc HSA|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 58.9, 1658.5, 73.2]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Chức năng chống lật ROM|Chức năng chống lật ROM|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 73.2, 1658.5, 87.5]|p13_b02|0.98
VF 7|Plus||safety|An toàn|Chức năng chống lật ROM|Chức năng chống lật ROM|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 73.2, 1658.5, 87.5]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|Chức năng chống lật ROM|Chức năng chống lật ROM|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 73.2, 1658.5, 87.5]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Giám sát áp suất lốp|Giám sát áp suất lốp|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 87.5, 1658.5, 101.8]|p13_b02|0.98
VF 7|Plus||safety|An toàn|Giám sát áp suất lốp|Giám sát áp suất lốp|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 87.5, 1658.5, 101.8]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|Giám sát áp suất lốp|Giám sát áp suất lốp|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 87.5, 1658.5, 101.8]|p13_b02|0.98
VF 7|Eco||adas|Hỗ trợ lái nâng cao (ADAS)|Cảnh báo điểm mù|Cảnh báo điểm mù (BSD)|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 101.8, 1658.5, 116.1]|p13_b02|0.98
VF 7|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|Cảnh báo điểm mù|Cảnh báo điểm mù (BSD)|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 101.8, 1658.5, 116.1]|p13_b02|0.98
VF 7|Plus AWD||adas|Hỗ trợ lái nâng cao (ADAS)|Cảnh báo điểm mù|Cảnh báo điểm mù (BSD)|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 101.8, 1658.5, 116.1]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Cảnh báo phương tiện cắt ngang phía sau|Cảnh báo phương tiện cắt ngang phía sau|Không||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 116.1, 1658.5, 130.4]|p13_b02|0.98
VF 7|Plus||safety|An toàn|Cảnh báo phương tiện cắt ngang phía sau|Cảnh báo phương tiện cắt ngang phía sau|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 116.1, 1658.5, 130.4]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|Cảnh báo phương tiện cắt ngang phía sau|Cảnh báo phương tiện cắt ngang phía sau|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 116.1, 1658.5, 130.4]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Cảnh báo mở cửa|Cảnh báo mở cửa|Không||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 130.4, 1658.5, 144.6]|p13_b02|0.98
VF 7|Plus||safety|An toàn|Cảnh báo mở cửa|Cảnh báo mở cửa|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 130.4, 1658.5, 144.6]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|Cảnh báo mở cửa|Cảnh báo mở cửa|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 130.4, 1658.5, 144.6]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Hỗ trợ tự động chuyển làn|Hỗ trợ tự động chuyển làn|Không||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 144.6, 1658.5, 158.9]|p13_b02|0.98
VF 7|Plus||safety|An toàn|Hỗ trợ tự động chuyển làn|Hỗ trợ tự động chuyển làn|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 144.6, 1658.5, 158.9]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|Hỗ trợ tự động chuyển làn|Hỗ trợ tự động chuyển làn|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 144.6, 1658.5, 158.9]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Kiểm soát đi giữa làn|Kiểm soát đi giữa làn|Không||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 158.9, 1658.5, 173.2]|p13_b02|0.98
VF 7|Plus||safety|An toàn|Kiểm soát đi giữa làn|Kiểm soát đi giữa làn|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 158.9, 1658.5, 173.2]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|Kiểm soát đi giữa làn|Kiểm soát đi giữa làn|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 158.9, 1658.5, 173.2]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Cảnh báo chệch làn|Cảnh báo chệch làn|Không||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 173.2, 1658.5, 187.5]|p13_b02|0.98
VF 7|Plus||safety|An toàn|Cảnh báo chệch làn|Cảnh báo chệch làn|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 173.2, 1658.5, 187.5]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|Cảnh báo chệch làn|Cảnh báo chệch làn|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 173.2, 1658.5, 187.5]|p13_b02|0.98
VF 7|Eco||adas|Hỗ trợ lái nâng cao (ADAS)|Hỗ trợ giữ làn|Hỗ trợ giữ làn đường (LKA)|Không||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 187.5, 1658.5, 201.8]|p13_b02|0.98
VF 7|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|Hỗ trợ giữ làn|Hỗ trợ giữ làn đường (LKA)|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 187.5, 1658.5, 201.8]|p13_b02|0.98
VF 7|Plus AWD||adas|Hỗ trợ lái nâng cao (ADAS)|Hỗ trợ giữ làn|Hỗ trợ giữ làn đường (LKA)|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 187.5, 1658.5, 201.8]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Giám sát hành trình|Giám sát hành trình|Tiêu chuẩn||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 201.8, 1658.5, 216.1]|p13_b02|0.98
VF 7|Plus||safety|An toàn|Giám sát hành trình|Giám sát hành trình|Thích ứng||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 201.8, 1658.5, 216.1]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|Giám sát hành trình|Giám sát hành trình|Thích ứng||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 201.8, 1658.5, 216.1]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Nhận biết biển báo giao thông|Nhận biết biển báo giao thông|Không||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 216.1, 1658.5, 230.3]|p13_b02|0.98
VF 7|Plus||safety|An toàn|Nhận biết biển báo giao thông|Nhận biết biển báo giao thông|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 216.1, 1658.5, 230.3]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|Nhận biết biển báo giao thông|Nhận biết biển báo giao thông|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 216.1, 1658.5, 230.3]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Điều chỉnh tốc độ thông minh|Điều chỉnh tốc độ thông minh|Không||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 230.3, 1658.5, 244.6]|p13_b02|0.98
VF 7|Plus||safety|An toàn|Điều chỉnh tốc độ thông minh|Điều chỉnh tốc độ thông minh|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 230.3, 1658.5, 244.6]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|Điều chỉnh tốc độ thông minh|Điều chỉnh tốc độ thông minh|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 230.3, 1658.5, 244.6]|p13_b02|0.98
VF 7|Eco||adas|Hỗ trợ lái nâng cao (ADAS)|Phanh tự động khẩn cấp trước & sau|Phanh tự động khẩn cấp (AEB)|Không||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 244.6, 1658.5, 258.9]|p13_b02|0.98
VF 7|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|Phanh tự động khẩn cấp trước & sau|Phanh tự động khẩn cấp (AEB)|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 244.6, 1658.5, 258.9]|p13_b02|0.98
VF 7|Plus AWD||adas|Hỗ trợ lái nâng cao (ADAS)|Phanh tự động khẩn cấp trước & sau|Phanh tự động khẩn cấp (AEB)|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 244.6, 1658.5, 258.9]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Hỗ trợ đỗ phía sau|Hỗ trợ đỗ phía sau|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 258.9, 1658.5, 273.2]|p13_b02|0.98
VF 7|Plus||safety|An toàn|Hỗ trợ đỗ phía sau|Hỗ trợ đỗ phía sau|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 258.9, 1658.5, 273.2]|p13_b02|0.98
VF 7|Plus AWD||safety|An toàn|Hỗ trợ đỗ phía sau|Hỗ trợ đỗ phía sau|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 258.9, 1658.5, 273.2]|p13_b02|0.98
VF 7|Eco||safety|An toàn|Camera lùi|Camera lùi|Có||vf7_brochure|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf|13|[1220.7, 273.2, 1658.5, 287.5]|p13_b02|0.98
